City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
163,ashkasham,36.6833,71.5333,47.77,42,3,5.19,AF,1697122131
164,itati,-27.2704,-58.2446,56.79,69,98,10.87,AR,1697122132
165,yellowknife,62.456,-114.3525,44.42,100,100,3.44,CA,1697121844
166,uvinza,-5.1036,30.3911,84.06,43,70,4.92,TZ,1697122132
167,aasiaat,68.7098,-52.8699,18.1,77,84,13.15,GL,1697122132
168,myeik,12.4333,98.6,80.26,85,99,1.66,MM,1697122133
169,soba,10.9813,8.0575,92.53,27,97,7.83,NG,1697122133
170,sitka,57.0531,-135.33,53.49,66,100,13.8,US,1697122133
171,nemuro,43.3236,145.575,55.53,76,1,7.61,JP,1697122133
172,faya-largeau,17.9257,19.1043,103.89,12,0,6.91,TD,1697122134
173,shakiso,5.75,38.9167,62.89,92,85,2.19,ET,1697122134
174,callao,-12.0667,-77.15,75.72,77,100,4.61,PE,1697122134
175,beroroha,-21.6667,45.1667,94.32,27,24,13.98,MG,1697122134
176,enewetak,11.3474,162.3373,82.45,77,33,9.91,MH,1697122134
177,berezovyy,51.6667,135.7,47.82,74,62,6.93,RU,1697122135
178,inhambane,-23.865,35.3833,77.63,77,3,14.61,MZ,1697121842
179,richards bay,-28.783,32.0377,74.89,76,100,9.55,ZA,1697122135
180,bairnsdale,-37.8333,147.6167,52.05,85,49,3.0,AU,1697122135
181,kijang,35.2442,129.2139,56.93,65,93,9.13,KR,1697122135
182,geraldton,-28.7667,114.6,64.81,82,93,8.05,AU,1697122135
183,anton lizardo,19.05,-95.9833,83.21,89,64,8.16,MX,1697122136
184,bahia honda,22.9036,-83.1592,87.62,62,95,15.17,CU,1697122136
185,anadyr,64.75,177.4833,39.7,100,100,22.37,RU,1697122136
186,la foa,-21.7108,165.8276,65.07,86,39,3.24,NC,1697122137
187,torremolinos,36.6204,-4.4998,81.64,74,0,8.05,ES,1697122137
188,barclayville,4.6797,-8.2339,81.03,80,76,7.94,LR,1697122137
189,cabedelo,-6.9811,-34.8339,86.67,69,25,12.8,BR,1697122137
190,san mariano,7.5,126.0,74.82,94,100,2.01,PH,1697122137
191,tazacorte,28.629,-17.9293,85.17,51,0,8.05,ES,1697121838
192,butembo,0.15,29.2833,64.81,89,64,1.81,CD,1697122137
193,tazovsky,67.4667,78.7,33.62,96,100,4.63,RU,1697122138
194,port alfred,-33.5906,26.891,66.18,87,100,8.39,ZA,1697122138
195,tolanaro,-25.0319,46.9987,71.67,88,75,16.11,MG,1697122138
196,salaverry,-8.2333,-78.9667,62.98,89,91,6.55,PE,1697122138
197,alliance,40.9153,-81.1059,57.22,77,94,3.89,US,1697122138
198,ephrata,40.1798,-76.1788,65.62,68,100,3.44,US,1697122138
199,dalandzadgad,43.5708,104.425,52.72,28,0,8.86,MN,1697122139
200,corfu,39.62,19.9197,78.58,53,20,10.36,GR,1697122139
201,vuktyl,63.8567,57.3094,31.1,93,100,4.0,RU,1697122139
202,olyokminsk,60.3736,120.4264,54.0,70,100,13.0,RU,1697122140
203,tauranga,-37.6861,176.1667,54.86,88,5,6.93,NZ,1697122140
204,sao sepe,-30.1606,-53.5653,56.8,72,97,7.07,BR,1697122140
205,ribeira grande,38.5167,-28.7,72.77,73,20,13.8,PT,1697122140
206,pisco,-13.7,-76.2167,69.03,77,40,5.75,PE,1697122140
207,fale old settlement,-9.3852,-171.2468,83.07,79,10,15.82,TK,1697122141
208,remire-montjoly,4.9167,-52.2667,91.44,52,20,10.36,GF,1697122141
209,xianju,28.85,120.7333,66.7,88,100,1.34,CN,1697122141
210,santo antonio do ica,-3.1022,-67.9397,99.05,38,73,1.59,BR,1697122141
211,santa cruz,-17.8,-63.1667,80.06,47,75,18.41,BO,1697122141
212,port lincoln,-34.7333,135.8667,52.68,78,0,9.89,AU,1697122142
213,fairmont,39.4851,-80.1426,65.19,74,0,0.78,US,1697122108
214,tarauaca,-8.1614,-70.7656,94.41,46,36,3.29,BR,1697122142
215,labrador city,52.9463,-66.9114,46.31,87,75,3.44,CA,1697122142
216,laughlin,35.1678,-114.573,70.92,23,0,16.11,US,1697122143
217,hadibu,12.65,54.0333,81.43,79,74,6.31,YE,1697122143
218,muscat,23.6139,58.5922,95.02,53,0,2.68,OM,1697121923
219,preobrazheniye,42.9019,133.9064,58.44,62,15,8.99,RU,1697122143
220,guacimo,10.2104,-83.6807,90.07,64,73,2.73,CR,1697122144
221,bulgan,48.8125,103.5347,44.4,62,2,3.65,MN,1697122144
222,dakoro,14.5106,6.765,99.14,14,62,11.52,NE,1697122144
223,oroqen zizhiqi,50.5667,123.7167,50.54,48,1,7.23,CN,1697122144
224,nieuw amsterdam,5.8833,-55.0833,96.03,60,40,4.61,SR,1697122144
225,san luis de la loma,17.2706,-100.8939,80.91,76,8,2.42,MX,1697122144
226,mitu,1.1983,-70.1733,88.79,50,89,3.87,CO,1697122145
227,manturovo,58.3353,44.7619,43.2,94,100,12.88,RU,1697122145
228,sao francisco,-15.9486,-44.8644,99.7,21,6,4.03,BR,1697122145
229,international falls,48.6011,-93.411,45.14,87,0,4.61,US,1697122145
230,keflavik,64.0049,-22.5624,39.63,75,100,35.68,IS,1697122146
231,papao,-17.75,-149.55,73.08,74,9,20.42,PF,1697122146
232,paracuru,-3.41,-39.0306,84.11,55,23,16.75,BR,1697122146
233,la ronge,55.1001,-105.2842,44.85,81,75,8.05,CA,1697122146
234,hithadhoo,-0.6,73.0833,82.17,71,23,14.79,MV,1697122147
235,constantia,44.1833,28.65,66.88,61,0,16.89,RO,1697121862
236,abra pampa,-22.7205,-65.697,68.68,13,96,10.51,AR,1697122147
237,bengkulu,-3.8004,102.2655,75.04,94,66,2.55,ID,1697122147
238,taulaga,-11.0553,-171.0883,82.13,80,14,14.83,AS,1697122148
239,kenai,60.5544,-151.2583,35.15,98,100,8.05,US,1697122148
240,labytnangi,66.6572,66.4183,30.85,83,38,5.82,RU,1697122148
241,portland,45.5234,-122.6762,56.1,95,75,3.44,US,1697121908
242,charters towers,-20.1,146.2667,62.33,86,13,6.46,AU,1697122148
243,jumla,29.2747,82.1838,55.22,84,50,1.03,NP,1697122149
244,flying fish cove,-10.4217,105.6791,78.48,88,100,10.36,CX,1697122149
245,mont-dore,-22.2833,166.5833,62.58,86,85,8.05,NC,1697122149
246,port saint john's,-31.6229,29.5448,72.07,79,100,13.18,ZA,1697122150
247,oltinko'l,40.8011,72.1634,74.16,22,94,5.46,UZ,1697122150
248,kingston,17.997,-76.7936,92.25,69,20,17.27,JM,1697121959
249,whangarei,-35.7317,174.3239,46.76,97,34,3.83,NZ,1697122051
250,atar,20.5169,-13.0499,103.15,9,68,9.17,MR,1697122151
251,kamuli,0.9472,33.1197,75.92,65,88,0.89,UG,1697122151
252,kutum,14.2,24.6667,89.26,15,14,9.48,SD,1697122151
253,alice springs,-23.7,133.8833,67.55,30,0,8.05,AU,1697122088
254,east london,-33.0153,27.9116,62.64,74,100,20.67,ZA,1697122151
255,urangan,-25.3,152.9,69.49,66,0,14.18,AU,1697122152
256,kolda,12.8833,-14.95,79.81,84,100,1.92,SN,1697122152
257,weyburn,49.6668,-103.8511,43.02,75,24,12.66,CA,1697122152
258,khash,28.2211,61.2158,80.13,12,0,11.77,IR,1697122152
259,bubaque,11.2833,-15.8333,82.54,76,94,3.24,GW,1697122152
260,bikenibeu village,1.3673,173.1241,82.36,83,20,2.3,KI,1697122153
261,nuuk,64.1835,-51.7216,43.41,45,20,17.27,GL,1697122153
262,intendente alvear,-35.2338,-63.592,63.21,17,0,7.61,AR,1697122153
263,vadso,70.0744,29.7487,38.28,87,75,23.02,NO,1697122153
264,ust-nera,64.5667,143.2,10.22,97,94,5.01,RU,1697122153
265,vyazemskiy,47.5378,134.7525,49.69,70,7,8.37,RU,1697122153
266,tsumeb,-19.2333,17.7167,93.13,18,76,15.68,NA,1697122154
267,imperatriz,-5.5264,-47.4917,91.45,52,75,5.75,BR,1697122154
268,ust'-charyshskaya pristan',52.3934,83.6635,44.38,87,100,10.45,RU,1697122154
269,lihue,21.9789,-159.3672,74.79,86,20,12.66,US,1697122154
270,taoudenni,22.6783,-3.9836,99.41,9,0,7.52,ML,1697122155
271,st. john's,47.5649,-52.7093,57.27,97,100,2.3,CA,1697122038
272,nuku'alofa,-21.1333,-175.2,62.94,94,20,2.3,TO,1697122014
273,badger,64.8,-147.5333,24.67,87,100,3.44,US,1697122155
274,mpongwe,-13.5091,28.155,94.28,16,47,6.46,ZM,1697122155
275,waynesville,35.4887,-82.9887,61.36,92,68,1.99,US,1697122009
276,udachny,66.4167,112.4,19.45,85,24,11.54,RU,1697122156
277,rosetta,31.4044,30.4164,76.57,64,0,11.79,EG,1697122156
278,mount pearl,47.5166,-52.7813,56.44,97,100,2.3,CA,1697122156
279,presidencia de la plaza,-27.0015,-59.8424,59.45,53,99,10.49,AR,1697122157
280,butterworth,5.3991,100.3638,82.13,93,40,6.91,MY,1697122157
281,malindi,-3.2175,40.1191,82.56,74,75,16.11,KE,1697122157
282,balikpapan,-1.2675,116.8289,79.79,89,20,3.44,ID,1697122157
283,ugoofaaru,5.6667,73.0,81.03,78,85,4.41,MV,1697122158
284,xinyuan,37.3,99.0,25.32,83,10,4.05,CN,1697122158
285,san antonio de pale,-1.4014,5.6325,77.92,82,44,12.8,GQ,1697122158
286,ta`u,-14.2336,-169.5144,80.8,80,49,13.69,AS,1697122158
287,aracuai,-16.8497,-42.0703,96.3,27,8,3.18,BR,1697122158
288,vorgashor,67.5833,63.95,29.97,81,10,10.29,RU,1697122159
289,la huaca,-4.9117,-80.96,75.92,54,75,6.49,PE,1697122159
290,gulu,2.7746,32.299,72.19,84,85,4.54,UG,1697122159
291,fort mcmurray,56.7268,-111.381,38.79,75,0,10.36,CA,1697122159
292,ghanzi,-21.5667,21.7833,87.1,27,93,2.66,BW,1697122159
293,kaplice,48.7385,14.4963,67.19,60,100,5.68,CZ,1697122160
294,rio grande,-32.035,-52.0986,62.71,58,86,15.55,BR,1697121903
295,ceres,37.5949,-120.9577,56.93,74,0,6.91,US,1697122160
296,jiangzi,28.95,89.6333,36.63,59,47,1.88,CN,1697122160
297,pingliang,35.5392,106.6861,50.83,80,100,5.91,CN,1697122160
298,dzuunharaa,48.8523,106.4579,46.65,61,2,3.91,MN,1697122161
299,tynda,55.1667,124.7167,41.81,82,12,3.51,RU,1697122161
300,presidente epitacio,-21.7633,-52.1156,97.99,32,63,11.05,BR,1697122161
301,sabha,27.0377,14.4283,84.45,21,6,5.93,LY,1697122162
302,fort st. john,56.2499,-120.8529,46.29,87,75,8.05,CA,1697122162
303,hotan,37.0997,79.9269,65.46,20,0,5.41,CN,1697122162
304,federacion,-31.0062,-57.8996,53.58,41,0,14.14,AR,1697122162
305,val-d'or,48.1002,-77.7828,41.09,100,100,6.91,CA,1697121945
306,yanam,16.7333,82.2167,78.17,83,46,2.95,IN,1697122163
307,lake havasu city,34.4839,-114.3224,71.22,22,0,12.66,US,1697122163
308,back mountain,41.3359,-75.9963,60.28,74,33,3.22,US,1697122163
309,zywiec,49.6853,19.1924,61.63,68,88,8.01,PL,1697122163
310,sisimiut,66.9395,-53.6735,30.92,60,100,3.51,GL,1697122163
311,brokopondo,4.75,-55.1667,87.46,55,25,0.92,SR,1697122163
312,guozhen,34.3659,107.359,58.42,86,99,3.2,CN,1697122164
313,imbituba,-28.24,-48.6703,66.9,91,100,15.73,BR,1697122164
314,sao vicente,-23.9631,-46.3919,82.58,56,100,3.44,BR,1697122164
315,namdrik,5.5994,168.1028,83.35,73,80,4.21,MH,1697122165
316,poronaysk,49.2167,143.1167,49.28,67,7,8.84,RU,1697122165
317,togur,58.3631,82.8265,45.14,67,100,11.99,RU,1697122165
318,bahia de caraquez,-0.6,-80.4167,77.18,78,100,3.98,EC,1697122166
319,quellon,-43.1167,-73.6167,47.37,69,95,9.69,CL,1697122166
320,tanumah,27.1,44.1333,89.62,11,0,5.55,SA,1697122166
321,nguigmi,14.2495,13.1092,91.22,35,16,9.1,NE,1697122166
322,vydrino,51.485,104.8461,52.63,56,17,5.5,RU,1697122166
323,itacare,-14.2775,-38.9967,81.07,59,45,8.32,BR,1697122167
324,cill airne,52.05,-9.5167,57.25,88,100,6.91,IE,1697122167
325,paungde,18.4833,95.5,76.32,95,44,4.74,MM,1697122167
326,crane,31.3974,-102.3501,73.65,50,0,9.78,US,1697122167
327,kamaishi,39.2667,141.8833,55.08,75,0,8.08,JP,1697122167
328,bardai,11.65,7.2333,93.25,25,21,10.6,NG,1697122168
329,boa vista,2.8197,-60.6733,91.38,46,0,12.66,BR,1697122168
330,gazojak,41.1875,61.4036,48.42,60,83,15.23,TM,1697122168
331,medicine hat,50.0501,-110.6683,49.19,90,100,9.22,CA,1697122168
332,port pirie,-33.1833,138.0167,49.12,89,1,6.91,AU,1697122169
333,berdigestyakh,62.0989,126.6992,36.28,92,100,3.0,RU,1697122169
334,san michele,46.4547,11.2618,75.07,41,0,4.61,IT,1697122169
335,isiro,2.7739,27.616,82.0,62,15,1.66,CD,1697122169
336,ulsteinvik,62.3432,5.8487,48.33,84,100,18.01,NO,1697122169
337,alofi,-19.0595,-169.9187,69.69,94,99,4.61,NU,1697122170
338,coquimbo,-29.9533,-71.3436,62.33,67,0,10.36,CL,1697122170
339,revda,56.801,59.9303,36.0,81,100,15.43,RU,1697122170
340,los frentones,-26.4077,-61.4137,66.47,38,82,10.45,AR,1697122170
341,hobyo,5.3505,48.5268,81.72,77,8,10.22,SO,1697122170
342,mundri,-6.9558,111.71,80.83,73,96,6.33,ID,1697122170
343,wankyi,7.7392,-2.1046,84.42,69,62,3.42,GH,1697122171
344,north bend,43.4065,-124.2243,55.85,100,100,0.0,US,1697122171
345,al ghayzah,16.2079,52.176,80.49,75,0,8.52,YE,1697122171
346,christchurch,-43.5333,172.6333,52.92,88,90,9.22,NZ,1697122171
347,auki,-8.7676,160.7034,77.94,86,100,2.91,SB,1697122171
348,arno,60.1167,18.6333,52.79,48,11,20.67,SE,1697122172
349,brisas de zicatela,15.8369,-97.0419,83.32,66,39,11.12,MX,1697122172
350,murzuq,25.9155,13.9184,85.06,18,0,6.26,LY,1697122172
351,hassi messaoud,31.6804,6.0729,87.66,23,0,10.36,DZ,1697122173
352,katabu,-4.9333,122.5167,74.75,90,75,4.81,ID,1697122173
353,smithers,54.7804,-127.1743,43.12,93,100,5.75,CA,1697122173
354,morondava,-20.2833,44.2833,78.69,79,73,12.17,MG,1697122173
355,dazhong,33.1997,120.4578,63.77,71,100,4.94,CN,1697122174
356,wenling,28.3669,121.36,67.35,87,34,7.14,CN,1697122174
357,sinabang,2.4803,96.3801,78.46,85,97,3.49,ID,1697122174
358,naze,28.3667,129.4833,74.32,62,64,13.6,JP,1697122174
359,santander,43.4647,-3.8044,88.3,71,0,5.75,ES,1697122175
360,nelson bay,-32.7167,152.15,64.45,78,83,13.0,AU,1697122035
361,meadow lakes,61.6247,-149.6011,35.19,96,100,0.0,US,1697122176
